time,signal
18340,97.0
18350,107.0
18360,77.0
18370,105.0
18380,93.0
18390,96.0
18400,118.0
18410,103.0
18420,92.0
18430,98.0
18440,94.0
18450,97.0
18460,93.0
18470,111.0
18480,84.0
18490,79.0
18500,85.0
18510,91.0
18520,73.0
18530,94.0
18540,100.0
18550,83.0
18560,110.0
18570,77.0
18580,79.0
18590,77.0
18600,61.0
18610,87.0
18620,70.0
18630,97.0
18640,97.0
18650,83.0
18660,76.0
18670,149.0
18680,67.0
18690,76.0
18700,90.0
18710,99.0
18720,73.0
18730,89.0
18740,84.0
18750,66.0
18760,92.0
18770,91.0
18780,78.0
18790,85.0
18800,96.0
18810,70.0
18820,75.0
18830,60.0
18840,82.0
18850,106.0
18860,70.0
18870,100.0
18880,70.0
18890,84.0
18900,85.0
18910,92.0
18920,95.0
18930,66.0
18940,78.0
18950,60.0
18960,64.0
18970,62.0
18980,101.0
18990,82.0
19000,62.0
19010,100.0
19020,92.0
19030,75.0
19040,90.0
19050,83.0
19060,73.0
19070,74.0
19080,78.0
19090,76.0
19100,92.0
19110,89.0
19120,79.0
19130,69.0
19140,49.0
19150,52.0
19160,103.0
19170,72.0
19180,62.0
19190,75.0
19200,84.0
19210,91.0
19220,74.0
19230,91.0
19240,75.0
19250,74.0
19260,68.0
19270,59.0
19280,50.0
19290,51.0
19300,64.0
19310,54.0
19320,65.0
19330,82.0
19340,51.0
19350,43.0
19360,63.0
19370,70.0
19380,54.0
19390,70.0
19400,74.0
19410,46.0
19420,50.0
19430,62.0
19440,90.0
19450,61.0
19460,65.0
19470,81.0
19480,70.0
19490,65.0
19500,71.0
19510,67.0
19520,80.0
19530,48.0
19540,44.0
19550,58.0
19560,71.0
19570,69.0
19580,60.0
19590,59.0
19600,57.0
19610,53.0
19620,77.0
19630,60.0
19640,68.0
19650,64.0
19660,72.0
19670,70.0
19680,72.0
19690,67.0
19700,88.0
19710,54.0
19720,59.0
19730,47.0
19740,74.0
19750,65.0
19760,59.0
19770,45.0
19780,52.0
19790,52.0
19800,49.0
19810,57.0
19820,59.0
19830,68.0
19840,62.0
19850,53.0
19860,62.0
19870,56.0
19880,68.0
19890,61.0
19900,54.0
19910,69.0
19920,63.0
19930,73.0
19940,69.0
19950,53.0
19960,61.0
19970,37.0
19980,71.0
19990,52.0
20000,42.0
20010,53.0
20020,53.0
20030,54.0
20040,56.0
20050,67.0
20060,51.0
20070,59.0
20080,64.0
20090,51.0
20100,69.0
20110,44.0
20120,42.0
20130,55.0
20140,71.0
20150,42.0
20160,37.0
20170,47.0
20180,33.0
20190,42.0
20200,40.0
20210,33.0
20220,54.0
20230,53.0
20240,39.0
20250,48.0
20260,50.0
20270,63.0
20280,64.0
20290,43.0
20300,39.0
20310,42.0
20320,54.0
20330,47.0
20340,38.0
20350,51.0
20360,44.0
20370,39.0
20380,40.0
20390,27.0
20400,56.0
20410,40.0
20420,41.0
20430,40.0
20440,90.0
20450,44.0
20460,50.0
20470,56.0
